Division Name,Dept,Course,Name,Meth,Succ.,Compl,A,B,C,IPP,D,F,INP,W,Total
"Health
Sciences & Athletics",AJ,AJ-103,"Fields, Mark",ONLIN,0.67,0.72,9.0,2,1,0,0,1,0,5,18
"Health
Sciences & Athletics",AJ,AJ-103,"Flosi, Edward",ECC,0.81,0.86,13.0,1,3,0,0,1,0,3,21
"Health
Sciences & Athletics",AJ,AJ-103,"Rosales, Jose",ONLIN,0.29,1.0,9.0,1,0,0,1,23,0,0,34
"Health
Sciences & Athletics",AJ,AJ-106,"Beckman, Hoda",ECC,0.28,0.35,9.0,1,1,0,0,3,0,26,40
"Health
Sciences & Athletics",AJ,AJ-107,"Plair, Vincent",ONLIN,0.38,1.0,5.0,5,1,0,1,17,0,0,29
"Health
Sciences & Athletics",AJ,AJ-109,"Martinez, Alfred",ONLIN,0.26,0.74,3.0,1,1,0,0,9,0,5,19
"Health
Sciences & Athletics",AJ,AJ-11,"Branley, Timothy",ONLIN,0.2,0.5,4.0,0,0,0,3,3,0,10,20
"Health
Sciences & Athletics",AJ,AJ-111,"Mauger, Dina",ECC,0.64,0.92,8.0,5,3,0,4,3,0,2,25
"Health
Sciences & Athletics",AJ,AJ-111,"Mauger, Dina",ONLIN,0.73,0.73,6.0,1,1,0,0,0,0,3,11
"Health
Sciences & Athletics",AJ,AJ-115,"Fields, Mark",ONLIN,0.89,0.89,5.0,1,2,0,0,0,0,1,9
"Health
Sciences & Athletics",AJ,AJ-115,"Meredith, Donald",ECC,0.88,0.94,13.0,1,1,0,0,1,0,1,17
"Health
Sciences & Athletics",AJ,AJ-115,"Serrano, Oscar",ONLIN,0.4,0.87,3.0,2,1,0,1,6,0,2,15
"Health
Sciences & Athletics",AJ,AJ-12,"Gulcher, Andrew",ONLIN,0.97,0.97,31.0,0,0,0,0,0,0,1,32
"Health
Sciences & Athletics",AJ,AJ-126,"Acquarelli, James",ECC,0.86,0.86,11.0,1,0,0,0,0,0,2,14
"Health
Sciences & Athletics",AJ,AJ-130,"Fogel, Seth",ECC,0.6,0.93,1.0,7,1,0,4,1,0,1,15
"Health
Sciences & Athletics",AJ,AJ-130,"Roberson, Andrea",ONLIN,0.19,1.0,4.0,2,0,0,1,25,0,0,32
"Health
Sciences & Athletics",AJ,AJ-131,"Mason, Donald",ONLIN,0.43,1.0,6.0,2,1,0,2,10,0,0,21
"Health
Sciences & Athletics",AJ,AJ-131,"Roberson, Andrea",ONLIN,0.42,1.0,5.0,2,1,0,1,10,0,0,19
"Health
Sciences & Athletics",AJ,AJ-132,"Roth, Matthew",LIVEO,0.32,0.44,10.0,0,1,0,0,4,0,19,34
"Health
Sciences & Athletics",AJ,AJ-132,"Roth, Matthew",ONLIN,0.66,0.86,19.0,2,2,0,0,7,0,5,35
"Health
Sciences & Athletics",AJ,AJ-133,"Meredith, Donald",ECC,0.95,1.0,17.0,0,1,0,0,0,1,0,19
"Health
Sciences & Athletics",AJ,AJ-135,"Belthius, Darrell",ONLIN,0.54,0.96,12.0,0,2,0,0,11,0,1,26
"Health
Sciences & Athletics",AJ,AJ-142,"Gulcher, Andrew",ECC,0.92,0.92,12.0,0,0,0,0,0,0,1,13
