Division Name,Dept,Course,Name,Meth,Succ.,Compl,A,B,C,IPP,D,F,INP,W,Total
Industry & Technology,COSM,COSM-4,"Finn Valentine, Linda",HYBRD,0.97,1.0,24,5,2,0,0,1,0,0,32
Industry & Technology,CTEC,CTEC-150,"Ortiz, Oscar",ECC,0.5,1.0,3,2,2,0,2,5,0,0,14
Industry & Technology,CTEC,CTEC-160,"Durand, Joy",ONLIN,0.79,0.79,5,4,6,0,0,0,0,4,19
Industry & Technology,CTEC,CTEC-172,"Durand, Ross",ECC,0.89,0.94,10,1,5,0,1,0,0,1,18
Industry & Technology,CTEC,CTEC-230,"Selph, Jack",ECC,0.83,0.83,14,0,1,0,0,0,0,3,18
Industry & Technology,FASH,FASH-31,"Goodwin, Belinda",ONLIN,0.65,0.75,5,7,1,0,1,1,0,5,20
Industry & Technology,NUTR,NUTR-110,"Bremen, Myra",ONLIN,0.93,0.93,29,10,2,0,0,0,0,3,44
Industry & Technology,NUTR,NUTR-110,"Gray, Jill",ONLIN,0.88,0.92,31,10,2,0,1,1,0,4,49
Industry & Technology,WELD,WELD-10A,"Sandoval Jaimes, Albert",ECC,0.86,1.0,13,6,0,0,2,1,0,0,22
Industry & Technology,WELD,WELD-10C,"Meek, Dylan",ECC,1.0,1.0,15,5,2,1,0,0,0,0,23
Industry & Technology,WELD,WELD-40A,"Colin, Nicholas",ECC,0.89,0.89,16,0,1,0,0,0,0,2,19
Industry & Technology,WELD,WELD-99,"Meek, Dylan",ECC,1.0,1.0,3,0,0,0,0,0,0,0,3
"Library & Learning
Resources",LIBR,LIBR-100,"Bueno, Catherine",ECC,1.0,1.0,7,2,0,0,0,0,0,0,9
Mathematical Sciences,CSCI,CSCI-1,"Diaz Valdovinos, Rafael",ONLIN,0.79,0.81,30,1,2,0,0,1,0,8,42
Mathematical Sciences,CSCI,CSCI-1,"Lin, Audrey",ECC,0.87,0.93,7,4,2,0,0,1,0,1,15
Mathematical Sciences,CSCI,CSCI-1,"Russell, Solomon",ECC,0.87,0.93,7,4,2,0,0,1,0,1,15
Mathematical Sciences,CSCI,CSCI-1,"Tran, Vincent",ONLIN,0.69,0.88,10,5,3,0,1,4,0,3,26
Mathematical Sciences,CSCI,CSCI-3,"Skorka, Evan",ECC,0.86,0.9,11,6,1,0,0,1,0,2,21
Mathematical Sciences,CSCI,CSCI-8,"Niu, Kun",ONLIN,0.78,0.89,25,3,0,0,0,4,0,4,36
Mathematical Sciences,CSCI,CSCI-99,"Russell, Solomon",ONLIN,1.0,1.0,1,0,0,0,0,0,0,0,1
Mathematical Sciences,ENGR,ENGR-1,"Nagpal, Pavan",ONLIN,0.94,0.97,30,2,0,0,0,1,0,1,34
Mathematical Sciences,MATH,MATH-120,"Forbes, Junko",ONLIN,0.34,0.5,6,3,2,0,1,4,0,16,32
Mathematical Sciences,MATH,MATH-130,"Heng, Ramy",ECC,0.33,0.33,1,1,1,0,0,0,0,6,9
Mathematical Sciences,MATH,MATH-130,"Sims, Jacquelyn",ONLIN,0.81,0.81,14,7,5,0,0,0,0,6,32
Mathematical Sciences,MATH,MATH-150,"Forbes, Junko",ONLIN,0.4,0.5,3,6,3,0,2,1,0,15,30
Mathematical Sciences,MATH,MATH-150,"Gui, Le",ONLIN,0.89,0.96,13,8,4,0,2,0,0,1,28
Mathematical Sciences,MATH,MATH-150,"Martinez, Alice",ONLIN,0.29,0.46,5,2,1,0,0,5,0,15,28
Mathematical Sciences,MATH,MATH-150,"Martinez, Ronald",ONLIN,0.82,0.88,12,7,8,0,0,2,0,4,33
Mathematical Sciences,MATH,MATH-150,"Mitchell, Benjamin",ONLIN,0.63,0.87,8,8,3,0,6,1,0,4,30
Mathematical Sciences,MATH,MATH-150,"Morales, Eduardo",ONLIN,0.79,0.96,9,10,3,0,3,2,0,1,28
Mathematical Sciences,MATH,MATH-150,"Nagpal, Pavan",ONLIN,0.89,1.0,22,6,3,0,0,4,0,0,35
Mathematical Sciences,MATH,MATH-150,"Ornelas, Miguel",ECC,0.76,0.88,5,13,8,0,2,2,0,4,34
Mathematical Sciences,MATH,MATH-150,"Schult Roman, Catherine",ONLIN,0.48,0.71,10,5,0,0,2,5,0,9,31
Mathematical Sciences,MATH,MATH-150,"Schwartz, Elizabeth",ECC,0.45,0.7,6,2,1,0,2,3,0,6,20
Mathematical Sciences,MATH,MATH-165,"Granich, Megan",ONLIN,0.14,0.27,1,0,2,0,0,3,0,16,22
Mathematical Sciences,MATH,MATH-170,"Eleuteri, Robert",ONLIN,0.28,0.76,1,4,3,0,5,9,0,7,29
Mathematical Sciences,MATH,MATH-170,"Moreno, Kaysa",ONLIN,0.45,0.55,5,6,3,0,0,2,1,14,31
Mathematical Sciences,MATH,MATH-170,"Watson, Christina",ECC,0.81,0.94,10,10,6,0,3,1,0,2,32
Mathematical Sciences,MATH,MATH-180,"Acuna-Acosta, Susana",ONLIN,0.6,0.67,11,9,6,0,0,3,0,14,43
Mathematical Sciences,MATH,MATH-180,"Sims, Jacquelyn",ONLIN,0.86,0.86,16,6,3,0,0,0,0,4,29
Mathematical Sciences,MATH,MATH-190,"Bateman, Michael",ECC,0.41,0.82,3,1,3,0,2,5,0,3,17
Mathematical Sciences,MATH,MATH-190,"Eldanaf, Diaa",ECC,0.5,0.69,4,2,7,0,5,0,0,8,26
Mathematical Sciences,MATH,MATH-190,"Hamza, Hamza",ONLIN,0.65,0.71,3,8,9,0,0,2,0,9,31
Mathematical Sciences,MATH,MATH-190,"Song, Guoqiang",ONLIN,0.85,0.94,14,1,13,0,0,3,0,2,33
Mathematical Sciences,MATH,MATH-190,"Wang, Lijun",ONLIN,1.0,1.0,27,7,1,0,0,0,0,0,35
Mathematical Sciences,MATH,MATH-191,"Barajas, Eduardo",ECC,0.95,1.0,13,5,3,0,0,1,0,0,22
Mathematical Sciences,MATH,MATH-191,"Fry, Gregory",ONLIN,0.41,0.52,2,4,6,0,0,3,0,14,29
Mathematical Sciences,MATH,MATH-191,"Yun, Paul",ONLIN,0.66,0.84,7,6,8,0,3,3,0,5,32
